Codificación,TítuloCompletoEspañol,TítuloCompletoInglés,Descripción,Estatus,TítuloAbreviadoEspañol,TítuloAbreviadoInglés,Créditos,HorasContacto,Año,Semestre,Requisito,Electiva,CursosPrerrequisitos,CursosCorrequisitos,Comentarios,AnejosComentarios,Anejos,FechaUltimaRevisión,Programa,AnejosCometarios
FARM_7497,Cuidado Farmacéutico en el Escenario Ambulatorio: Práctica en Farmacia de Comunidad,Pharmaceutical Care in the Ambulatory Setting: Community Pharmacy Practice,"Este practicum provee al estudiante experiencia práctica abarcadora y con profundidad en la prestación de cuidado farmacéutico en la farmacia de comunidad.  Su enfoque es la responsabilidad del farmacéutico en la prevención y solución de problemas farmacoterapéuticos encontrados en la farmacia de comunidad y la necesidad de utilizar un proceso de atención sistemático y estándar.  Esto requiere que el estudiante recopile información pertinente, evalúe los problemas farmacoterapéuticos, desarrolle y documente planes de atención y mida y documente resultados específicos alcanzados en el paciente.  La metodología instruccional principal es la enseñanza basado en la práctica.  El practicum se desarrolla en una o más farmacias de comunidad que brindan cuidado farmacéutico a su comunidad.",1,Cuid Farm Prac Farm Com,Pharm Care Com Pharm Prac,5.0,200.0,4.0,,True,False,Se requiere que el estudiante esté clasificado en cuarto año profesional,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Revisado por la Dra. Edna Almodóvar 17 06 16, no requiere cambio que se tenga que solicitar en DAA-RCM.  Ver email de Dr. Jonathan Hernández con fecha del 6 de febrero de 2017._x000d_
_x000d_
Solicitud de Cambio en Curso Registrado el 10/mayo/2013; Se realizó cambio en curso registrado: Prerrequisitos._x000d_
Revisado por Dra. María V. Pi Portales en febrero, 2010.",,FARM 7497 Pharmaceutical Care in the Ambulatory Setting Community  18 nov 22.docx;FARM 7497 Pharmaceutical Care in the Ambulatory Setting Community  5 oct 20.docx;FARM 7497 Pharmaceutical Care in the Ambulatory Setting Community  5 oct 20.pdf;FARM 7497 Prontuario rev LAct   SRS EA 6-17-16.docx;FARM 7497 Prontuario rev LAct   SRS EA 6-17-16.log;FARM 7497 Solic Cambio en Curso Oficial.pdf,2022-11-18,PharmD,
FARM_7498,Cuidado Farmacéutico en el Escenario Ambulatorio: Práctica en Institución de Salud,Pharmaceutical Care in the Ambulatory Setting: Institutional Practice,"Este practicum provee al estudiante experiencia práctica abarcadora y profunda en la prestación de cuidado farmacéutico en un escenario ambulatorio de una institución de salud.  Su enfoque es la salud preventiva y solución de problemas farmacoterapéuticos encontrados en este escenario y la necesidad de utilizar un proceso de atención sistemático y estándar.  Esto requiere que el estudiante recopile información pertinente, evalúe problemas farmacoterapéuticos, desarrolle y documente planes de atención y mida y documente resultados específicos alcanzados en el paciente.  La metodología instruccional principal es la enseñanza basado en la práctica.",1,Cuid Farm Amb Prac Inst,Pharm Care Amb Inst Prac,5.0,200.0,4.0,,True,False,Se requiere que el estudiante esté clasificado en cuarto año profesional,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Revisado por Dra. Edna Almodóvar 05 05 16, no requiere cambio que se tenga que solicitar en DAA-RCM.  Ver email de Dr. Jonathan Hernández con fecha del 6 de febrero de 2017._x000d_
_x000d_
Solicitud de Cambio en Curso Registrado el 10/mayo/2013; Se realizó cambio en curso registrado: Prerrequisitos",,FARM 7498 Pharmaceutical Care in the Ambulatory Setting Inst 18 nov 22.docx;FARM 7498 Pharmaceutical Care in the Ambulatory Setting Inst 5 oct 20.docx;FARM 7498 Pharmaceutical Care in the Ambulatory Setting Inst 5 oct 20.pdf;FARM 7498 Prontuario rev bib  SRS EA 5-05-16.docx;FARM 7498 Prontuario rev bib  SRS EA 5-05-16.pdf;FARM 7498 Solic Cambio en Curso Oficial.pdf,2022-11-18,PharmD,
FARM_7505,Toxicología: Los Principios y Riesgos Específicos a la Salud,Toxicology: Principles and Specific Health Hazards,"En este curso se amplía el concepto de fármaco para incluir agentes tóxicos que no se utilizan como medicamentos.  Los estudiantes se familiarizarán con principios básicos y aplicados, conceptos y prácticas de toxicología.  Utilizarán esta información para caracterizar y discutir cómo respuestas tóxicas que resultan de exposición a sustancias peligrosas específicas (seleccionadas para estudio luego de consultar con el profesor) son identificadas, controladas y/o prevenidas.  Los estudiantes demostrarán dominio del tópico organizando y presentando en informes orales y escritos.  Las metodologías de enseñanza incluyen discusiones, conferencias, diálogo en Socrático y estudio independiente.  Se requiere acceso y literacia en el Internet.",1,Toxi Prin Riegs Esps Salud,Toxi Prin Spfic Health Hzd,3.0,54.0,,2.0,False,True,FARM 7225 – Ciencias Farmacéuticas Integradas y Agentes Terapéuticos I:  Química Medicinal y Farmacología,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017.",,FARM 7505  Toxicología Los Principios y Riesgos Específicos .doc;FARM 7505  Toxicología Los Principios y Riesgos Específicos .pdf;FARM 7505  Toxicología Los Principios y Riesgos Específicos 5 oct 20.doc;FARM 7505  Toxicología Los Principios y Riesgos Específicos 5 oct 20.pdf;FARM 7505 Toxicología Los Principios y Riesgos Específicos 18 nov 22.docx,2022-11-18,PharmD,
FARM_7515,Información de Medicamentos,Drug Information,"El propósito de este curso electivo es fortalecer los principios de información de medicamentos y evaluación de literatura, a través de discusión, utilizando el medio cibernético.  Se hace énfasis en los conceptos, destreza y actitudes que necesita el profesional de la salud para la búsqueda y evaluación de la literatura médica.  Los estudiantes manejarán múltiples formas de literatura de medicamentos incluyendo literatura primaria, secundaria, terciaria, bases de datos computarizados y recursos en internet.  Se discutirán además los temas de medicina basada en evidencia e información de envenenamiento.",1,Información Medicamentos,Drug Information,3.0,54.0,1.0,,False,True,Ninguno,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017.",,FARM 7515 Información de Medicamentos 18 nov 22.docx;FARM 7515 Información de Medicamentos 5 oct 20.doc;FARM 7515 Información de Medicamentos 5 oct 20.pdf;FARM 7515 Información de Medicamentos.doc;FARM 7515 Información de Medicamentos.pdf,2022-11-18,PharmD,
FARM_7520,Principios de Educación al Paciente con Diabetes,Diabetes Education Principles,"Este curso electivo consta de una secuencia de sesiones educativas que amplíana el desarrollo de las destrezas  y conceptos relacionadas a la educación y el cuidado del paciente con diabetes.  En este curso los estudiantes podrán desarrollar material educativo que puede ser utilizado en sus centros de práctica para educar los pacientes con diabetes, para aplicar los conocimientos adquiridos, y desarrollar nuevos conceptos.  Durante el curso se le asignarán a los estudiantes varias tareas o trabajos especiales, de acuerdo a las necesidades e intereses del estudiante.  El estudiante desarrollará una actividad de educación grupal a pacientes con diabetes en una comunidad de su elección.  Además de metodologías de aprendizaje activo, se adopta la pantalla Blackboard como herramienta de educación a distancia entre estudiante-profesor y estudiante-estudiante.
",1,Prin Educ Pacient Diabetes,Diabetes Educ Principles,3.0,54.0,3.0,,False,True,Completar satisfactoriamente los cursos del segundo año profesional del Programa de  Doctorado en Farmacia.,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Solicitud de Cambio en Curso Registrada el 18/septiembre de 2013.",,FARM 7520 Principios Educac Paciente con Diabetes 18 nov 22.docx;FARM 7520 Principios Educac Paciente con Diabetes 5 oct 20.doc;FARM 7520 Principios Educac Paciente con Diabetes 5 oct 20.pdf;FARM 7520 Principios Educac Paciente con Diabetes.doc;FARM 7520 Principios Educac Paciente con Diabetes.pdf;Solic Camb en Curso Ofic Adm Central FARM 7520 18 09 13.pdf,2022-11-18,PharmD,
FARM_7605,Introducción a Servicio de Manejo de Terapia de Medicamentos,Introduction to Medication Therapy Management Service,"En este curso electivo el estudiante tendrá la oportunidad de conocer, ampliar y profundizar conceptos y destrezas relacionadas con la práctica del Manejo de Terapia de Medicamentos.  Se examinarán temas como práctica profesional y cuidado al paciente, aspectos gerenciales al brindar cuidado farmacéutico, planificación estratégica, problemas relacionados con medicamentos, comunicación y técnicas de entrevista, entre otros.  El curso además lepermitirá al estudiante exponerse a los diferentes aspectos que conllevan la creación, ofrecimieneto y evaluación del servicio de Manejo de Terapia de Medicamedntos (MTMS, por sus sigulas en inglés), como lo son plan de negocios, reembolsos, ganancias y beneficios, documentación de intervenciones, entre otros.  Se utilizarán las estrategias de Exploración, Conceptualización y Aplicación (ECA), Aprendizaje Basado en Problemas (PBL) y metodologías de enseñanzas para el aprendizaje activo.",1,Intro Manejo Medicamentos,Intr Medcation Therap Ser,3.0,54.0,3.0,,False,True,,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Solicitud de Registro y Codificación de Curso, registrado el 22 de junio de 2012.",,FARM 7605 Introd al Manejo de Terapia de Medicamentos 18 nov 22.docx;FARM 7605 Introd al Manejo de Terapia de Medicamentos 5 oct 20.doc;FARM 7605 Introd al Manejo de Terapia de Medicamentos 5 oct 20.pdf;FARM 7605 Introd al Manejo de Terapia de Medicamentos-Oficial.doc;FARM 7605 Introd al Manejo de Terapia de Medicamentos-Oficial.pdf;FARM 7605-Solic Codif Curso Oficial.pdf,2022-11-18,PharmD,
INTD_7995,Prácticas Complementarias para la Salud y la Sanación,Complementary Practices for Health and Healing,"Este curso provee una visión panorámica de los diversos sistemas de salud en la Medicina Complementaria y Alternativa.  Examina las tendencias actuales en la utilización de estas prácticas y sus implicaciones.  Discute prácticas terapéuticas específicas y revisa los recursos de información de productos naturales.

El paradigma en el cual se basa el modelo biomédico, sus fortalezas y limitaciones se discutirán y cómo compara con otras filosofías y prácticas de sanación.  Estudia las formas más comunes de prácticas de sanación, sus teorías, mecanismos de acción propuestos, indicaciones específicas, resultados esperados, evidencia científica disponible, contraindicación, efectos adversos e interacción o interferencia entre prácticas convencionales y no convencionales.  Este curso se ofrecerá a estudiantes subgraduados, de maestría y de primer nivel profesional.  Las estrategias instruccionales serán la conferencia, discusión, experiencias prácticas, estudio de caso y taller.",3,Practs Complementarias,Complementary Practices,,,3.0,1.0,False,True,Not Aplicable,,"Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
El prontuario de este curso se debe revisar para que siga el formato establecido para los cursos del Programa de Doctorado en Farmacia.  Además, se debe revisar el creditaje del mismo, 12 de julio de 2011, por Dra. María V. Pi Portales.",,Cambio en curso - de trimestre a semestre.pdf;Consulta y contestacion - Registro oficial del curso- Esc de Medicina.pdf;Formulario de creacion y prontuario.pdf;INTD 7995 Complementary Practices for Health and Healing.doc;INTD 7995 Complementary Practices for Health and Healing.pdf,2011-07-12,PharmD,
PHSC_8016,Biofarmacéutica y Farmacocinética Avanzadas,Advanced Biopharmaceutics and Pharmacokinetics,"El curso amplía la base de principios y procedimientos de biofarmacéutica y farmacocinética (PK) para reforzar y mejorar el conocimiento de conceptos críticos como producto farmacéutico, biodisponibilidad (BioD), regímenes de dosificación, ADME y aplicaciones en entornos clínicos. El estudiante obtiene información relevante para una mejor comprensión del beneficio potencial relacionado a la seguridad y uso efectivo del medicamento. Su objetivo es mejorar las habilidades de estudiantes en desarrollar y evaluar formulaciones entre medicamento, sistema de administración de medicamentos, régimen de dosificación y el sistema de vida. Reúne disciplinas como PK, biofarmacéutica, farmacia física, compuestos y terapéutica. Fortalece conceptos relacionados con optimización de productos farmacéuticos mediante la identificación de factores que determinan respuestas adversas y BioD deficiente. Se utilizarán estrategias y metodologías de aprendizaje activo, como conferencias y discusiones de casos. ",1,Biofarm y Farmacocinetica Avanz,Adv Biopharm & Pharmacokinetics,3.0,54.0,2.0,1,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,01-Prontuario Advanced Biopharmaceutics and Pharmacokinetics CE.docx;PHSC 8016 Advanced Biopharmaceutics and Pharmacokinetics_7nov2022.docx;Prontuario Advanced Biopharmaceutics and Pharmacokinetics_04Abr21.docx,2022-11-07,PhD,
PHSC_8116,Análisis Instrumental Avanzado,Advanced Instrumental Analysis,"En este curso basado en problemas, se discutirán los principios prácticos y teóricos de las técnicas analíticas utilizadas en el análisis cualitativo y cuantitativo de fármacos, metabolitos, excipientes y sustancias endógenas en fluidos biológicos y otras matrices. El alumno adquirirá el conocimiento de las diferentes técnicas que se utilizarán para analizar compuestos en matrices complejas; por ejemplo, desarrollo de fármacos, fluidos biológicos, tejidos, muestras ambientales y otros. El estudiante estará expuesto a diversas situaciones en las que él / ella puede usar su propio juicio para seleccionar la técnica más apropiada para usar de acuerdo con la situación. Además, se discutirán los principios y conceptos de validación de métodos analíticos para las técnicas instrumentales. ",1,Analisis Instrumental Avan,Adv Instrmental Analysis,3.0,54.0,1.0,2,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,02-Prontuario Advanced Instrumental Analysis PhD CE.docx;PHSC 8116 Advanced Instrumental Analysis_7nov2022.docx;Prontuario Advanced Instrumental Analysis_04Abr21.docx,2022-11-07,PhD,
PHSC_8122,Química Medicinal Avanzada y Farmacognosia I,Advanced Medicinal Chemistry and Pharmacognosy I,"En este curso se integran las disciplinas de la química medicinal y farmacognosia para facilitar la comprensión de la relación entre las propiedades físico químicas y estructura de un fármaco con la acción y efecto farmacológico en el organismo vivo, la aislación y determinación estructural de compuestos provenientes de fuentes naturales con actividad biológica y medicinal, y de utilidad farmacéutica. Además, se integran conocimientos de las ciencias básicas y biomédicas. Se incorporan a la conferencia/discusión, metodologías de aprendizaje activo. ",1,Quim Med Avan y Farmacog I,Adv Med Chem & Pharmacog I,3.0,54.0,2.0,1,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)_x000d_
_x000d_
Según la “Secuencia de Cursos” aparece el curso en Semestre 2, la segunda parte del curso PHSC 8123 es en Semestre 2 por lo cuál corregí a Semestre 1 (Verificar si la información está correcta)",,03-Prontuario Advanced Medicinal Chemistry and Pharmacognosy I CE.docx;PHSC 8122 Advanced Medicinal Chemistry and Pharmacognosy I_7nov2022.docx;Prontuario Advanced Medicinal Chemistry and Pharmacognosy I_04Abr21.docx,2022-11-07,PhD,
PHSC_8123,Química Medicinal Avanzada y Farmacognosia II,Advanced Medicinal Chemistry and Pharmacognosy II,"En este curso del segundo año graduado se continúa el desarrollo y estudio del concepto fármaco a partir de activos sintéticos u obtenidos de plantas medicinales. Se integran las disciplinas de la química medicinal y farmacognosia para facilitar la comprensión de la relación entre las propiedades físico químicas y estructura de un fármaco con la acción y efecto farmacológico en el organismo vivo, la aislación y determinación estructural de compuestos provenientes de fuentes naturales con actividad biológica y medicinal, y de utilidad farmacéutica. Además, se integran conocimientos de las ciencias básicas y biomédicas. Se incorporan a la conferencia/discusión, metodologías de aprendizaje activo. ",1,Quim Med Avan y Farmacog II,Adv Med Chem & Pharmacog II,3.0,54.0,2.0,2,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)_x000d_
_x000d_
Verificar si es pre-requisito la primera parte del curso ""PHSC 8122""",,04-Prontuario Advanced Medicinal Chemistry and Pharmacognosy II CE.docx;PHSC 8123 Advanced Medicinal Chemistry and Pharmacognosy II_7nov2022.docx;Prontuario Advanced Medicinal Chemistry and Pharmacognosy II_04Abr21.docx,2022-11-07,PhD,
PHSC_8127,Bioquímica Molecular Avanzada,Advanced Molecular Biochemistry,"Este curso se enfoca en la estructura y función de biomoléculas, incluyendo proteínas, enzimas, ácidos nucleicos, lípidos, carbohidratos, vitaminas, y hormonas. También trata las transformaciones, interacciones y cambios en energía de estas biomoléculas (metabolismo) en las células del organismo y como estas reacciones son reguladas. El origen de compuestos de alta energía se describe en relación a la función mitocondrial y su participación en procesos que requieren energía. Además, el curso presentará las características del genoma humano, la replicación y reparación de material genético, la transcripción y traducción de información genética, la alteración de material genético (mutaciones), y sus consecuencias (enfermedades genéticas), y los métodos modernos y técnicas de biología molecular (tales como tecnología de recombinación de ADN, terapia genética y clonación). ",1,Bioq Molec Avan,Adv Molec Biochem,3.0,54.0,2.0,1,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,05-Prontuario Advanced Molecular Biochemistry CE.docx;PHSC 8127 Advanced Molecular Biochemistry_7nov2022.docx;Prontuario Advanced Molecular Biochemistry_04Abr21.docx,2022-11-07,PhD,
PHSC_8131,Farmacología Avanzada I,Advanced Pharmacology I,"En este curso se discuten los principios de farmacología avanzada y aspectos modernos relacionados a los efectos que tienen de los fármacos en el ser humano y otros organismos vivos. En adición se discute su uso principal por sistema de órganos incluyendo el sistema nervioso, cardiovascular, endocrino, y por condiciones clínicas o estados de enfermedad incluyendo cáncer, enfermedades inflamatorias e infecciosas. Se discute el mecanismo de los fármacos, toxicidades e interacciones mayores, preparaciones botánicas y estrategias de tratamiento para las enfermedades mayores. El contenido también hará énfasis en los principios de absorción, distribución, metabolismo y excreción (ADME), aplicaciones clínicas y conceptos de farmacología avanzada sobre el desarrollo de fármacos modernos como terapia genética. El curso incluye conferencias, metodologías de aprendizaje activo y discusiones de artículos científicos. ",1,Farmacol Avan I,Adv Pharmacol I,3.0,54.0,2.0,1,False,False,Ninguno,,"Cambios en Prerrequisitos, horas contacto / créditos y descripción (22 y 24 de mayo 2024)_x000d_
_x000d_
Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,06-Prontuario Advanced Pharmacology I CE.docx;2024-05-28 RRamirez-CCadilla codif PSCH 8131 8132.pdf;PHSC 8131 Advanced Pharmacology I_7nov2022.docx;PHSC 8131-8132 - Advanced Pharmacology I y II_ 05-28-24.pdf;Pront_REV ODA_23-5-24_Advanced Pharmacology I_PHSC_8131_rev JHA-EAC-5-22-24.docx;Prontuario Advanced Pharmacology I_04Abr21.docx,2022-11-07,PhD,
PHSC_8132,Farmacología Avanzada II,Advanced Pharmacology II,"En este curso se discuten los principios de farmacología avanzada y aspectos modernos relacionados a los efectos que tienen los fármacos en el ser humano y otros organismos vivos. En adición se discute su uso principal por sistema de órganos incluyendo el sistema nervioso, cardiovascular, endocrino, y por condiciones clínicas o estados de enfermedad incluyendo cáncer, enfermedades inflamatorias e infecciosas. Se discute el mecanismo de los fármacos, toxicidades e interacciones mayores, preparaciones botánicas y estrategias de tratamiento para las enfermedades mayores. El contenido también hará énfasis en los principios de absorción, distribución, metabolismo y excreción (ADME), aplicaciones clínicas y conceptos de farmacología avanzada sobre el desarrollo de fármacos modernos como terapia genética. El curso incluye conferencias, metodologías de aprendizaje activo y discusiones de artículos científicos. ",1,Farmacol Avan II,Adv Pharmacol II,3.0,54.0,2.0,2,False,False,Ninguno,,"Cambios en Prerrequisitos, horas contacto / créditos y descripción (22 y 24 de mayo 2024)_x000d_
_x000d_
Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)_x000d_
_x000d_
Verificar si es pre-requisito la primera parte del curso ""PHSC 8131""",,07-Prontuario Advanced Pharmacology II CE.docx;2024-05-28 RRamirez-CCadilla codif PSCH 8131 8132.pdf;PHSC 8131-8132 - Advanced Pharmacology I y II_ 05-28-24.pdf;PHSC 8132 Advanced Pharmacology II_7nov2022.docx;Pront_REV ODA_23-5-24_Advanced Pharmacology II_PHSC8132rev-JHA-EAC-5-22-24.docx;Prontuario Advanced Pharmacology II_04Abr21.docx,2022-11-07,PhD,
PHSC_8236,Bioestadística Aplicada,Applied Biostatistics,"Se discuten los conceptos básicos en estadística, incluyendo estadísticas descriptivas, gráficos, probabilidad y estadística inferencial. Se discuten varios métodos estadísticos para el análisis univariado y bivariado en el contexto de las ciencias farmacéuticas y la salud. ",1,Bioestad Aplicada,Appl Biostatist,3.0,54.0,1.0,1,False,False,Pre-calculus course or its equivalent,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,08-Prontuario Applied Biostatistics PhD CE .docx;PHSC 8236 Applied Biostatistics_7nov2022.docx;Prontuario Applied Biostatistics_04Abr21.docx,2022-11-07,PhD,
PHSC_8237,Métodos Avanzados y Química Orgánica Sintética,Advanced Methods and Synthetic Organic Chemistry,"El curso avanzado en métodos sintéticos orgánicos está diseñado para estudiantes en segundo año del Ph.D. en Ciencias Farmacéuticas. El objetivo principal del curso es proporcionar al estudiante una experiencia de aprendizaje estimulante y moderno sobre aspectos de química orgánica. Este curso proporciona al estudiante un conocimiento avanzado en teoría, conceptos y metodologías relacionadas con síntesis orgánica, y una construcción metódica de las moléculas orgánicas. Este curso cubre tópicos de análisis conformacional y estereoquímica, formación de enlaces carbono-carbono, oxidación y reducción de grupos funcionales, reacciones organometálicos, y síntesis total de moléculas complejas. Al finalizar el curso, el estudiante debe estar preparado para poner en práctica los conceptos en investigación química y productos naturales medicinales, con gran relevancia en diseño y síntesis de moléculas orgánicas cuyas propiedades y características son de interés en aplicaciones medicinales. ",1,Met Avan y Quim Org Sint,Adv Meth & Synt Org Chem,3.0,54.0,2.0,2,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,09-Prontuario Advanced Methods and Synthetic Organic Chemistry CE.docx;PHSC 8237 Advanced Methods and Synthetic Organic Chemistry_7nov2022.docx;Prontuario Advanced Methods and Synthetic Organic Chemistry_04Abr21.docx,2022-11-07,PhD,
